datetime,Above Treeline,Treeline,Below Treeline,summary_raw,danger_above,danger_treeline,danger_below,summary_no_stop
2023-12-14,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-14,moderate,moderate,low,"The most dangerous slopes are the lee sides of a ridgeline or other wind-loaded terrain features near and above the treeline that face northwest through north to southeast. Here, you can trigger an avalanche that can grow large enough to bury you and you might trigger it from below a slope or from a distance. Below the treeline and wind-sheltered slopes offer safer travel options but you may still be able to trigger an avalanche on smooth, planar slopes facing northwest through north to east. For safer travel options stick to south, southwest, and west-facing slopes or low-angle terrain without steep slopes overhead when traveling on northerly or easterly slopes, especially at higher elevations.",2.0,2,1,"dangerous slopes lee sides ridgeline wind-loaded terrain features near treeline face northwest north southeast . , trigger avalanche grow large enough bury might trigger slope distance . treeline wind-sheltered slopes offer safer travel options may still able trigger avalanche smooth , planar slopes facing northwest north east . safer travel options stick south , southwest , west-facing slopes low-angle terrain without steep slopes overhead traveling northerly easterly slopes , especially higher elevations ."
2023-12-14,moderate,moderate,moderate,You can trigger a large and destructive avalanche and you can trigger it from below a slope or from a distance. The most dangerous areas are northwest through north to southeast-facing slopes. Avoid traveling on or directly underneath steep slopes on these aspects of concern to reduce your chances of triggering a deadly avalanche.A few inches of snow Wednesday night into Thursday will not change the avalanche danger but look for and avoid wind-drifted slopes and cornices. A cornice fall is the easiest way to trigger an avalanche that breaks near the ground taking the entire season''s snowpack downslope with it.,2.0,2,2,trigger large destructive avalanche trigger slope distance . dangerous areas northwest north southeast-facing slopes . avoid traveling directly underneath steep slopes aspects concern reduce chances triggering deadly avalanche.a inches snow wednesday night thursday change avalanche danger look avoid wind-drifted slopes cornices . cornice fall easiest way trigger avalanche breaks near ground taking entire season '' snowpack downslope .
2023-12-14,moderate,moderate,moderate,"You can trigger an avalanche where thick slabs of snow rest on top of weak layers near the ground. The most dangerous slopes face northerly and easterly. You can trigger one of these avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential runout zones. Shooting cracks and collapsing are signs of instability, but they may not be present before you trigger a large avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above.",2.0,2,2,"trigger avalanche thick slabs snow rest top weak layers near ground . dangerous slopes face northerly easterly . trigger one avalanches distance bottom slope . give suspect slopes wide berth maintain extra space route potential runout zones . shooting cracks collapsing signs instability , may present trigger large avalanche . look safer riding slopes less 30 degrees without steep slopes ."
2023-12-15,moderate,moderate,moderate,"You can trigger an avalanche large enough to bury you. The most dangerous slopes are northerly and easterly-facing just below ridgelines, but problematic areas can extend farther downslope. A relatively small avalanche could break on weak layers buried by recently drifted snow, but the primary hazard is an avalanche that steps down into the weak, old snow near the ground. Shooting cracks and audible collapses are signs of instability, but they may not be present before you trigger a large avalanche. Avalanches can be triggered from a distance, so look for safer riding on slopes that are less than 30 degrees without steep slopes above.",2.0,2,2,"trigger avalanche large enough bury . dangerous slopes northerly easterly-facing ridgelines , problematic areas extend farther downslope . relatively small avalanche could break weak layers buried recently drifted snow , primary hazard avalanche steps weak , old snow near ground . shooting cracks audible collapses signs instability , may present trigger large avalanche . avalanches triggered distance , look safer riding slopes less 30 degrees without steep slopes ."
2023-12-15,moderate,moderate,low,"You can trigger an avalanche large enough to bury you where thick slabs of snow rest on top of weak layers near the ground. Northerly and easterly-facing slopes are the most dangerous, especially where the wind drifted additional snow onto them at upper elevations. You can trigger avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential avalanche runout zones. Shooting cracks and collapsing are signs of instability, but they may not be present before you trigger an avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above.",2.0,2,1,"trigger avalanche large enough bury thick slabs snow rest top weak layers near ground . northerly easterly-facing slopes dangerous , especially wind drifted additional snow onto upper elevations . trigger avalanches distance bottom slope . give suspect slopes wide berth maintain extra space route potential avalanche runout zones . shooting cracks collapsing signs instability , may present trigger avalanche . look safer riding slopes less 30 degrees without steep slopes ."
2023-12-15,moderate,moderate,moderate,"You can trigger a large and destructive avalanche where cohesive slabs of snow rest over deeply buried weak layers. The most dangerous slopes face northwest through north to southeast. Avalanches can be triggered remotely from adjacent slopes and from below. You may not see cracking or hear collapsing before an avalanche breaks. You can increase your safety by sticking to terrain less than about 30 degrees, but plan your routes and safe zones carefully to avoid traveling under steep suspect slopes.",2.0,2,2,"trigger large destructive avalanche cohesive slabs snow rest deeply buried weak layers . dangerous slopes face northwest north southeast . avalanches triggered remotely adjacent slopes . may see cracking hear collapsing avalanche breaks . increase safety sticking terrain less 30 degrees , plan routes safe zones carefully avoid traveling steep suspect slopes ."
2023-12-15,moderate,moderate,low,"New snow and drifting are forming fresh, problematic slabs on top of a weak snowpack. You can trigger large avalanches on upper-elevation northerly and east-facing slopes where more continuous snow cover exists below the storm snow. Be suspect of terrain features with smooth, lens-shaped pillows of snow more than about 10 inches deep, or if you observe cracking or audible collapses. ",2.0,2,1,"new snow drifting forming fresh , problematic slabs top weak snowpack . trigger large avalanches upper-elevation northerly east-facing slopes continuous snow cover exists storm snow . suspect terrain features smooth , lens-shaped pillows snow 10 inches deep , observe cracking audible collapses ."
2023-12-15,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-16,moderate,moderate,moderate,"You can trigger an avalanche large enough to bury you. The most dangerous slopes are northerly and easterly-facing just below ridgelines, but problematic areas can extend farther downslope. A relatively small avalanche could break on weak layers buried by recently drifted snow, but the primary hazard is an avalanche that steps down into the weak, old snow near the ground. Shooting cracks and audible collapses are signs of instability, but they may not be present before you trigger a large avalanche. Avalanches can be triggered from a distance, so look for safer riding on slopes that are less than 30 degrees without steep slopes above.",2.0,2,2,"trigger avalanche large enough bury . dangerous slopes northerly easterly-facing ridgelines , problematic areas extend farther downslope . relatively small avalanche could break weak layers buried recently drifted snow , primary hazard avalanche steps weak , old snow near ground . shooting cracks audible collapses signs instability , may present trigger large avalanche . avalanches triggered distance , look safer riding slopes less 30 degrees without steep slopes ."
2023-12-16,moderate,moderate,moderate,You might not see any obvious signs of instability and you could be the 5th or 6th person to travel on a slope before triggering a large and destructive avalanche. You can trigger these avalanches from below a slope or from a distance so pay attention to slopes above you and other travelers nearby. The most dangerous slopes face northerly and easterly directions generally on the lee sides of a ridgeline at higher elevations. As the sun comes out this weekend and the temperatures increase keep an eye out for any cornices above you as they can break and trigger an avalanche on the slope below. You can find safer travel options by sticking to south and southwest-facing slopes and by staying off of and out from underneath steep slopes on aspects of concern.,2.0,2,2,might see obvious signs instability could 5th 6th person travel slope triggering large destructive avalanche . trigger avalanches slope distance pay attention slopes travelers nearby . dangerous slopes face northerly easterly directions generally lee sides ridgeline higher elevations . sun comes weekend temperatures increase keep eye cornices break trigger avalanche slope . find safer travel options sticking south southwest-facing slopes staying underneath steep slopes aspects concern .
2023-12-16,moderate,moderate,low,"You can trigger an avalanche where the recent storm developed a cohesive slab on top of weak, old snow. The most dangerous slopes face northwest through north to east along the lee side of a ridgeline or in a gully or couloir. Stick to southerly and west-facing slopes or slopes less than about 30 degrees on aspects of concern for safer travel options.",2.0,2,1,"trigger avalanche recent storm developed cohesive slab top weak , old snow . dangerous slopes face northwest north east along lee side ridgeline gully couloir . stick southerly west-facing slopes slopes less 30 degrees aspects concern safer travel options ."
2023-12-16,moderate,moderate,moderate,"Northerly and easterly-facing slopes with cohesive slabs of snow above weak snow layers are the most worrisome. Avalanches may grow larger on slopes where recent snowfall is deeper than about eight inches. Be suspect of steeper slopes where the snow surface feels stiff, looks smooth or pillow-like, and where you observe cracking or audible collapses. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. If you notice signs of unstable snow or see fresh avalanches, then move to slopes less than about 30 degrees in steepness or a different aspect.",2.0,2,2,"northerly easterly-facing slopes cohesive slabs snow weak snow layers worrisome . avalanches may grow larger slopes recent snowfall deeper eight inches . suspect steeper slopes snow surface feels stiff , looks smooth pillow-like , observe cracking audible collapses . shallow areas near exposed rocks , backside steep rollovers , cliffs common spots impact deeper weak layers trigger larger slide . notice signs unstable snow see fresh avalanches , move slopes less 30 degrees steepness different aspect ."
2023-12-16,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-16,moderate,moderate,moderate,"Northerly and easterly-facing slopes with cohesive slabs of snow above weak snow layers are the most worrisome. Avalanches may grow larger on slopes where recent snowfall is deeper than about eight inches. Be suspect of steeper slopes where the snow surface feels stiff, looks smooth or pillow-like, and where you observe cracking or audible collapses. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. If you notice signs of unstable snow or see fresh avalanches, then move to slopes less than about 30 degrees in steepness or a different aspect.",2.0,2,2,"northerly easterly-facing slopes cohesive slabs snow weak snow layers worrisome . avalanches may grow larger slopes recent snowfall deeper eight inches . suspect steeper slopes snow surface feels stiff , looks smooth pillow-like , observe cracking audible collapses . shallow areas near exposed rocks , backside steep rollovers , cliffs common spots impact deeper weak layers trigger larger slide . notice signs unstable snow see fresh avalanches , move slopes less 30 degrees steepness different aspect ."
2023-12-16,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-16,moderate,moderate,moderate,You might not see any obvious signs of instability and you could be the 5th or 6th person to travel on a slope before triggering a large and destructive avalanche. You can trigger these avalanches from below a slope or from a distance so pay attention to slopes above you and other travelers nearby. The most dangerous slopes face northerly and easterly directions generally on the lee sides of a ridgeline at higher elevations. As the sun comes out this weekend and the temperatures increase keep an eye out for any cornices above you as they can break and trigger an avalanche on the slope below. You can find safer travel options by sticking to south and southwest-facing slopes and by staying off of and out from underneath steep slopes on aspects of concern.,2.0,2,2,might see obvious signs instability could 5th 6th person travel slope triggering large destructive avalanche . trigger avalanches slope distance pay attention slopes travelers nearby . dangerous slopes face northerly easterly directions generally lee sides ridgeline higher elevations . sun comes weekend temperatures increase keep eye cornices break trigger avalanche slope . find safer travel options sticking south southwest-facing slopes staying underneath steep slopes aspects concern .
2023-12-16,moderate,moderate,low,"You can trigger an avalanche where the recent storm developed a cohesive slab on top of weak, old snow. The most dangerous slopes face northwest through north to east along the lee side of a ridgeline or in a gully or couloir. Stick to southerly and west-facing slopes or slopes less than about 30 degrees on aspects of concern for safer travel options.",2.0,2,1,"trigger avalanche recent storm developed cohesive slab top weak , old snow . dangerous slopes face northwest north east along lee side ridgeline gully couloir . stick southerly west-facing slopes slopes less 30 degrees aspects concern safer travel options ."
2023-12-16,considerable,considerable,moderate,"Dangerous slabs of snow rest on top of a weak, problematic snowpack on slopes facing west through north to southeast. Natural avalanches that ran during the last storm are the largest slides observed so far this season. Triggering an avalanche that breaks in shallowly buried weak snow layers can provoke a deeper failure near the bottom of the snowpack, and will be a more dangerous avalanche. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. Avoid slopes steeper than about 30 degrees with around a foot of new snow, and stick to lower-angled slopes with nothing steep above you for safer travel options. ",3.0,3,2,"dangerous slabs snow rest top weak , problematic snowpack slopes facing west north southeast . natural avalanches ran last storm largest slides observed far season . triggering avalanche breaks shallowly buried weak snow layers provoke deeper failure near bottom snowpack , dangerous avalanche . shallow areas near exposed rocks , backside steep rollovers , cliffs common spots impact deeper weak layers trigger larger slide . avoid slopes steeper 30 degrees around foot new snow , stick lower-angled slopes nothing steep safer travel options ."
2023-12-16,moderate,moderate,low,"You can trigger an avalanche large enough to bury you where thick slabs of snow rest on top of weak layers near the ground. The most dangerous slopes face northerly and easterly, especially where the wind drifted additional snow onto them at upper elevations. You can trigger avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential avalanche runout zones. Signs of instability, like shooting cracks and audible collapsing of the snowpack, may not be present before you trigger an avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above.",2.0,2,1,"trigger avalanche large enough bury thick slabs snow rest top weak layers near ground . dangerous slopes face northerly easterly , especially wind drifted additional snow onto upper elevations . trigger avalanches distance bottom slope . give suspect slopes wide berth maintain extra space route potential avalanche runout zones . signs instability , like shooting cracks audible collapsing snowpack , may present trigger avalanche . look safer riding slopes less 30 degrees without steep slopes ."
2023-12-17,moderate,moderate,low,"Although you might not see or hear cracking and collapsing, the snowpack is not trustworthy on northerly and easterly-facing terrain. You might trigger a large avalanche like a recent one in North Anthracite Creek that broke sometime since mid-week. Triggering an avalanche from below or some distance away from is still a potential, especially from places where the snowpack is thin. Southerly-facing terrain offers a safer snowpack.",2.0,2,1,"although might see hear cracking collapsing , snowpack trustworthy northerly easterly-facing terrain . might trigger large avalanche like recent one north anthracite creek broke sometime since mid-week . triggering avalanche distance away still potential , especially places snowpack thin . southerly-facing terrain offers safer snowpack ."
2023-12-17,moderate,moderate,moderate,"Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large avalanche deep in the snowpack with little warning. Steep northerly and easterly slopes are the most dangerous. You can trigger an avalanche from a distance and from below. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer. ",2.0,2,2,"obvious signs instability , cracking collapsing snowpack , diminished , trigger large avalanche deep snowpack little warning . steep northerly easterly slopes dangerous . trigger avalanche distance . avoid trigger points like trees exposed rocks weak layers easier collapse . find safer travel terrain less 30 degrees connect steeper slopes areas without buried weak layer ."
2023-12-17,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-17,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with more wind effect.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.",2.0,2,1,"trigger avalanche distance , give steep slopes extra space potential runout . obvious signs instability , cracking collapsing snowpack , diminished , trigger large-deep avalanche little warning . avoid trigger points like trees exposed rocks weak layers easier collapse . although low treeline , could still trigger avalanche find firm slab resting weaker snow . likely find areas wide-open glades wind effect.you find safer travel terrain less 30 degrees connect steeper slopes areas without buried weak layer ."
2023-12-17,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",2.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-17,moderate,moderate,low,"You can trigger a large, dangerous avalanche on northerly and easterly-facing slopes near and above treeline. On these slopes, cohesive slabs of snow lie above weak snow layers mid-pack and near the ground. Avoid areas over 30 degrees where you observe eight inches or more of new or drifted snow and where the snow surface feels stiff, smooth, or pillow-like. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to trigger an avalanche. If you observe cracking collapsing or recent avalanches, move to a different aspect or stick to slopes less than 30 degrees steep.Areas between Red Mountain Pass and Ironton and drainages around the town of Ophir picked up greater snow totals for the last storm and triggered avalanches in this area, which will be larger and more dangerous.",2.0,2,1,"trigger large , dangerous avalanche northerly easterly-facing slopes near treeline . slopes , cohesive slabs snow lie weak snow layers mid-pack near ground . avoid areas 30 degrees observe eight inches new drifted snow snow surface feels stiff , smooth , pillow-like . shallow areas near exposed rocks , backside steep rollovers , cliffs common spots trigger avalanche . observe cracking collapsing recent avalanches , move different aspect stick slopes less 30 degrees steep.areas red mountain pass ironton drainages around town ophir picked greater snow totals last storm triggered avalanches area , larger dangerous ."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",1.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . recent strong winds stripped many slopes snow coverage . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-18,moderate,moderate,moderate,"If you find the wrong spot, most likely an area of shallow snow, you might trigger a deep avalanche that breaks near the ground. One might release on a steep northerly or easterly-facing slope above you, or some distance away. A large trigger, like a snowmobile''s track cutting through the snowpack, or a falling cornice could trigger one too. Look for safer options on southerly or westerly-facing terrain",2.0,2,2,"find wrong spot , likely area shallow snow , might trigger deep avalanche breaks near ground . one might release steep northerly easterly-facing slope , distance away . large trigger , like snowmobile '' track cutting snowpack , falling cornice could trigger one . look safer options southerly westerly-facing terrain"
2023-12-18,moderate,moderate,low,"Although you might not see or hear cracking and collapsing, the snowpack is not trustworthy on northerly and easterly-facing terrain. Small avalanches could break one to two feet deep, but the bigger concern is that you might trigger a large avalanche like a recent one in North Anthracite Creek. Triggering an avalanche from below or some distance away from is still a potential, especially from places where the snowpack is thin.",2.0,2,1,"although might see hear cracking collapsing , snowpack trustworthy northerly easterly-facing terrain . small avalanches could break one two feet deep , bigger concern might trigger large avalanche like recent one north anthracite creek . triggering avalanche distance away still potential , especially places snowpack thin ."
2023-12-18,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with rounded pillows of wind-affected snow.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.",2.0,2,1,"trigger avalanche distance , give steep slopes extra space potential runout . obvious signs instability , cracking collapsing snowpack , diminished , trigger large-deep avalanche little warning . avoid trigger points like trees exposed rocks weak layers easier collapse . although low treeline , could still trigger avalanche find firm slab resting weaker snow . likely find areas wide-open glades rounded pillows wind-affected snow.you find safer travel terrain less 30 degrees connect steeper slopes areas without buried weak layer ."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",1.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . recent strong winds stripped many slopes snow coverage . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",1.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . recent strong winds stripped many slopes snow coverage . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-19,moderate,moderate,moderate,"It is getting harder to trigger avalanches, but not out of the question. If you were to trigger an avalanche, it would be on the west to the northwest through southeast-facing slopes where cohesive slabs of snow rest on top of weak buried layers in the middle and bottom of the snowpack. Avalanches could be triggered without warning signs, such as cracking or collapsing, or after multiple people travel on the same slopes. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common trigger spots for avalanches. Stick to lower-angled slopes without steep slopes overhead or specific southerly slopes for safer travel options.",2.0,2,2,"getting harder trigger avalanches , question . trigger avalanche , would west northwest southeast-facing slopes cohesive slabs snow rest top weak buried layers middle bottom snowpack . avalanches could triggered without warning signs , cracking collapsing , multiple people travel slopes . shallow areas near exposed rocks , backside steep rollovers , cliffs common trigger spots avalanches . stick lower-angled slopes without steep slopes overhead specific southerly slopes safer travel options ."
2023-12-19,moderate,low,low,"Snow coverage is thin in the Sangre de Cristo''s. Snow depth maps only show a maximum of eighteen to twenty inches of snow depth, and warm, calm weather likely continues to decrease snow coverage and depth. If you were to trigger an avalanche, it would be in a deep drift on top of old, weak snow. The most dangerous slopes face northwest to north through east with the deepest snow drifts on the lee side of ridgelines or in a gully or couloir.",2.0,1,1,"snow coverage thin sangre de cristo '' . snow depth maps show maximum eighteen twenty inches snow depth , warm , calm weather likely continues decrease snow coverage depth . trigger avalanche , would deep drift top old , weak snow . dangerous slopes face northwest north east deepest snow drifts lee side ridgelines gully couloir ."
2023-12-19,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions.",1.0,1,1,"could trigger avalanche find continuous snow cover northerly east-facing slopes treeline . suspect terrain features hold dense , previously wind-drifted snow foot deep . avalanches small could still take nasty ride current thin snow cover conditions ."
2023-12-19,moderate,moderate,moderate,"It is getting harder to trigger avalanches, but not out of the question. If you were to trigger an avalanche, it would be on the west to the northwest through southeast-facing slopes where cohesive slabs of snow rest on top of weak buried layers in the middle and bottom of the snowpack. Avalanches could be triggered without warning signs, such as cracking or collapsing, or after multiple people travel on the same slopes. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common trigger spots for avalanches. Stick to lower-angled slopes without steep slopes overhead or specific southerly slopes for safer travel options.",2.0,2,2,"getting harder trigger avalanches , question . trigger avalanche , would west northwest southeast-facing slopes cohesive slabs snow rest top weak buried layers middle bottom snowpack . avalanches could triggered without warning signs , cracking collapsing , multiple people travel slopes . shallow areas near exposed rocks , backside steep rollovers , cliffs common trigger spots avalanches . stick lower-angled slopes without steep slopes overhead specific southerly slopes safer travel options ."
2023-12-19,moderate,moderate,low,"You can trigger a large or very large avalanche from below or some distance away. The snowpack is not trustworthy on northerly and easterly-facing terrain. It may appear stable. You may not see indications of unstable snow, like cracking or collapsing. Then you hit the wrong spot and the entire slope rips away. Steering well away from steep, northerly and easterly-facing slopes is the easiest way to keep yourself safe in these low-probability, high-consequence periods.",2.0,2,1,"trigger large large avalanche distance away . snowpack trustworthy northerly easterly-facing terrain . may appear stable . may see indications unstable snow , like cracking collapsing . hit wrong spot entire slope rips away . steering well away steep , northerly easterly-facing slopes easiest way keep safe low-probability , high-consequence periods ."
2023-12-19,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with rounded pillows of wind-affected snow.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.",2.0,2,1,"trigger avalanche distance , give steep slopes extra space potential runout . obvious signs instability , cracking collapsing snowpack , diminished , trigger large-deep avalanche little warning . avoid trigger points like trees exposed rocks weak layers easier collapse . although low treeline , could still trigger avalanche find firm slab resting weaker snow . likely find areas wide-open glades rounded pillows wind-affected snow.you find safer travel terrain less 30 degrees connect steeper slopes areas without buried weak layer ."
2023-12-19,moderate,moderate,moderate,"If you find an area of shallow snow, you might trigger a deep avalanche that breaks near the ground. The slide might release on a steep, northerly or easterly-facing slope above you or some distance away. A large trigger, like a snowmobile''s track cutting through the snowpack or a falling cornice, could trigger one too. Look for safer options on southerly or westerly-facing terrain",2.0,2,2,"find area shallow snow , might trigger deep avalanche breaks near ground . slide might release steep , northerly easterly-facing slope distance away . large trigger , like snowmobile '' track cutting snowpack falling cornice , could trigger one . look safer options southerly westerly-facing terrain"
2023-12-19,low,low,low,"Areas where you could trigger an avalanche have become isolated, but there are still slopes with dangerous snow. Steep northerly and easterly slopes that have a hard slab with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you. ",1.0,1,1,"areas could trigger avalanche become isolated , still slopes dangerous snow . steep northerly easterly slopes hard slab weak snow beneath suspect . cautious gullies ridgelines , find continuous snow firm pillows . avalanches small , consider consequences terrain ."
2023-12-20,moderate,moderate,moderate,"You are most likely to trigger a large and dangerous avalanche on steep, northerly-facing aspects, although the danger extends to westerly and easterly aspects where you find a dense slab resting above weak layers in the middle and bottom of the snowpack. Look for and avoid shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs where it is easier to impact weak layers near the ground. Don’t get lulled into a false sense of security by the lack of recent avalanche activity and the lack of cracking and collapsing in the snowpack. You can find safer riding on slopes less than 30 degrees without steep slopes overhead or on south-facing slopes",2.0,2,2,"likely trigger large dangerous avalanche steep , northerly-facing aspects , although danger extends westerly easterly aspects find dense slab resting weak layers middle bottom snowpack . look avoid shallow areas near exposed rocks , backside steep rollovers , cliffs easier impact weak layers near ground . ’ get lulled false sense security lack recent avalanche activity lack cracking collapsing snowpack . find safer riding slopes less 30 degrees without steep slopes overhead south-facing slopes"
2023-12-20,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas.,2.0,2,1,trigger avalanche northerly easterly-facing slopes . dangerous areas slopes cohesive wind-affected slabs old mid-snowpack slabs resting weak snow . cracking collapsing may present trigger large avalanche . still possible trigger slides distance give runout areas steep slopes extra space.you find safer travel terrain less 30 degrees connect steeper slopes areas without buried weak layer.the next round snow looks start saturday . expect avalanche danger increase favored areas .
