datetime,Above Treeline,Treeline,Below Treeline,Summary_clean
2023-12-14,moderate,moderate,moderate,You can trigger a large and destructive avalanche and you can trigger it from below a slope or from a distance. The most dangerous areas are northwest through north to southeast-facing slopes. Avoid traveling on or directly underneath steep slopes on these aspects of concern to reduce your chances of triggering a deadly avalanche.A few inches of snow Wednesday night into Thursday will not change the avalanche danger but look for and avoid wind-drifted slopes and cornices. A cornice fall is the easiest way to trigger an avalanche that breaks near the ground taking the entire season''s snowpack downslope with it.
2023-12-14,moderate,moderate,moderate,"You can trigger an avalanche where thick slabs of snow rest on top of weak layers near the ground. The most dangerous slopes face northerly and easterly. You can trigger one of these avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential runout zones. Shooting cracks and collapsing are signs of instability, but they may not be present before you trigger a large avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above."
2023-12-15,moderate,moderate,moderate,"You can trigger an avalanche large enough to bury you. The most dangerous slopes are northerly and easterly-facing just below ridgelines, but problematic areas can extend farther downslope. A relatively small avalanche could break on weak layers buried by recently drifted snow, but the primary hazard is an avalanche that steps down into the weak, old snow near the ground. Shooting cracks and audible collapses are signs of instability, but they may not be present before you trigger a large avalanche. Avalanches can be triggered from a distance, so look for safer riding on slopes that are less than 30 degrees without steep slopes above."
2023-12-15,moderate,moderate,low,"You can trigger an avalanche large enough to bury you where thick slabs of snow rest on top of weak layers near the ground. Northerly and easterly-facing slopes are the most dangerous, especially where the wind drifted additional snow onto them at upper elevations. You can trigger avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential avalanche runout zones. Shooting cracks and collapsing are signs of instability, but they may not be present before you trigger an avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above."
2023-12-15,moderate,moderate,moderate,"You can trigger a large and destructive avalanche where cohesive slabs of snow rest over deeply buried weak layers. The most dangerous slopes face northwest through north to southeast. Avalanches can be triggered remotely from adjacent slopes and from below. You may not see cracking or hear collapsing before an avalanche breaks. You can increase your safety by sticking to terrain less than about 30 degrees, but plan your routes and safe zones carefully to avoid traveling under steep suspect slopes."
2023-12-15,moderate,moderate,low,"New snow and drifting are forming fresh, problematic slabs on top of a weak snowpack. You can trigger large avalanches on upper-elevation northerly and east-facing slopes where more continuous snow cover exists below the storm snow. Be suspect of terrain features with smooth, lens-shaped pillows of snow more than about 10 inches deep, or if you observe cracking or audible collapses. "
2023-12-15,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-16,moderate,moderate,moderate,"You can trigger an avalanche large enough to bury you. The most dangerous slopes are northerly and easterly-facing just below ridgelines, but problematic areas can extend farther downslope. A relatively small avalanche could break on weak layers buried by recently drifted snow, but the primary hazard is an avalanche that steps down into the weak, old snow near the ground. Shooting cracks and audible collapses are signs of instability, but they may not be present before you trigger a large avalanche. Avalanches can be triggered from a distance, so look for safer riding on slopes that are less than 30 degrees without steep slopes above."
2023-12-16,moderate,moderate,moderate,You might not see any obvious signs of instability and you could be the 5th or 6th person to travel on a slope before triggering a large and destructive avalanche. You can trigger these avalanches from below a slope or from a distance so pay attention to slopes above you and other travelers nearby. The most dangerous slopes face northerly and easterly directions generally on the lee sides of a ridgeline at higher elevations. As the sun comes out this weekend and the temperatures increase keep an eye out for any cornices above you as they can break and trigger an avalanche on the slope below. You can find safer travel options by sticking to south and southwest-facing slopes and by staying off of and out from underneath steep slopes on aspects of concern.
2023-12-16,moderate,moderate,low,"You can trigger an avalanche where the recent storm developed a cohesive slab on top of weak, old snow. The most dangerous slopes face northwest through north to east along the lee side of a ridgeline or in a gully or couloir. Stick to southerly and west-facing slopes or slopes less than about 30 degrees on aspects of concern for safer travel options."
2023-12-16,moderate,moderate,moderate,"Northerly and easterly-facing slopes with cohesive slabs of snow above weak snow layers are the most worrisome. Avalanches may grow larger on slopes where recent snowfall is deeper than about eight inches. Be suspect of steeper slopes where the snow surface feels stiff, looks smooth or pillow-like, and where you observe cracking or audible collapses. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. If you notice signs of unstable snow or see fresh avalanches, then move to slopes less than about 30 degrees in steepness or a different aspect."
2023-12-16,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-16,moderate,moderate,moderate,"Northerly and easterly-facing slopes with cohesive slabs of snow above weak snow layers are the most worrisome. Avalanches may grow larger on slopes where recent snowfall is deeper than about eight inches. Be suspect of steeper slopes where the snow surface feels stiff, looks smooth or pillow-like, and where you observe cracking or audible collapses. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. If you notice signs of unstable snow or see fresh avalanches, then move to slopes less than about 30 degrees in steepness or a different aspect."
2023-12-16,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-16,moderate,moderate,moderate,You might not see any obvious signs of instability and you could be the 5th or 6th person to travel on a slope before triggering a large and destructive avalanche. You can trigger these avalanches from below a slope or from a distance so pay attention to slopes above you and other travelers nearby. The most dangerous slopes face northerly and easterly directions generally on the lee sides of a ridgeline at higher elevations. As the sun comes out this weekend and the temperatures increase keep an eye out for any cornices above you as they can break and trigger an avalanche on the slope below. You can find safer travel options by sticking to south and southwest-facing slopes and by staying off of and out from underneath steep slopes on aspects of concern.
2023-12-16,moderate,moderate,low,"You can trigger an avalanche where the recent storm developed a cohesive slab on top of weak, old snow. The most dangerous slopes face northwest through north to east along the lee side of a ridgeline or in a gully or couloir. Stick to southerly and west-facing slopes or slopes less than about 30 degrees on aspects of concern for safer travel options."
2023-12-16,considerable,considerable,moderate,"Dangerous slabs of snow rest on top of a weak, problematic snowpack on slopes facing west through north to southeast. Natural avalanches that ran during the last storm are the largest slides observed so far this season. Triggering an avalanche that breaks in shallowly buried weak snow layers can provoke a deeper failure near the bottom of the snowpack, and will be a more dangerous avalanche. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to impact deeper weak layers and trigger a larger slide. Avoid slopes steeper than about 30 degrees with around a foot of new snow, and stick to lower-angled slopes with nothing steep above you for safer travel options. "
2023-12-16,moderate,moderate,low,"You can trigger an avalanche large enough to bury you where thick slabs of snow rest on top of weak layers near the ground. The most dangerous slopes face northerly and easterly, especially where the wind drifted additional snow onto them at upper elevations. You can trigger avalanches from a distance or the bottom of a slope. Give suspect slopes a wide berth and maintain extra space between your route and potential avalanche runout zones. Signs of instability, like shooting cracks and audible collapsing of the snowpack, may not be present before you trigger an avalanche. Look for safer riding on slopes that are less than 30 degrees without steep slopes above."
2023-12-17,moderate,moderate,low,"Although you might not see or hear cracking and collapsing, the snowpack is not trustworthy on northerly and easterly-facing terrain. You might trigger a large avalanche like a recent one in North Anthracite Creek that broke sometime since mid-week. Triggering an avalanche from below or some distance away from is still a potential, especially from places where the snowpack is thin. Southerly-facing terrain offers a safer snowpack."
2023-12-17,moderate,moderate,moderate,"Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large avalanche deep in the snowpack with little warning. Steep northerly and easterly slopes are the most dangerous. You can trigger an avalanche from a distance and from below. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer. "
2023-12-17,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-17,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with more wind effect.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer."
2023-12-17,moderate,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-17,moderate,moderate,low,"You can trigger a large, dangerous avalanche on northerly and easterly-facing slopes near and above treeline. On these slopes, cohesive slabs of snow lie above weak snow layers mid-pack and near the ground. Avoid areas over 30 degrees where you observe eight inches or more of new or drifted snow and where the snow surface feels stiff, smooth, or pillow-like. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common spots to trigger an avalanche. If you observe cracking collapsing or recent avalanches, move to a different aspect or stick to slopes less than 30 degrees steep.Areas between Red Mountain Pass and Ironton and drainages around the town of Ophir picked up greater snow totals for the last storm and triggered avalanches in this area, which will be larger and more dangerous."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-18,moderate,moderate,moderate,"If you find the wrong spot, most likely an area of shallow snow, you might trigger a deep avalanche that breaks near the ground. One might release on a steep northerly or easterly-facing slope above you, or some distance away. A large trigger, like a snowmobile''s track cutting through the snowpack, or a falling cornice could trigger one too. Look for safer options on southerly or westerly-facing terrain"
2023-12-18,moderate,moderate,low,"Although you might not see or hear cracking and collapsing, the snowpack is not trustworthy on northerly and easterly-facing terrain. Small avalanches could break one to two feet deep, but the bigger concern is that you might trigger a large avalanche like a recent one in North Anthracite Creek. Triggering an avalanche from below or some distance away from is still a potential, especially from places where the snowpack is thin."
2023-12-18,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with rounded pillows of wind-affected snow.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-18,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Recent strong winds stripped many slopes of snow coverage. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-19,moderate,moderate,moderate,"It is getting harder to trigger avalanches, but not out of the question. If you were to trigger an avalanche, it would be on the west to the northwest through southeast-facing slopes where cohesive slabs of snow rest on top of weak buried layers in the middle and bottom of the snowpack. Avalanches could be triggered without warning signs, such as cracking or collapsing, or after multiple people travel on the same slopes. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common trigger spots for avalanches. Stick to lower-angled slopes without steep slopes overhead or specific southerly slopes for safer travel options."
2023-12-19,moderate,low,low,"Snow coverage is thin in the Sangre de Cristo''s. Snow depth maps only show a maximum of eighteen to twenty inches of snow depth, and warm, calm weather likely continues to decrease snow coverage and depth. If you were to trigger an avalanche, it would be in a deep drift on top of old, weak snow. The most dangerous slopes face northwest to north through east with the deepest snow drifts on the lee side of ridgelines or in a gully or couloir."
2023-12-19,low,low,low,"You could trigger an avalanche where you find continuous snow cover on northerly and east-facing slopes above treeline. Be suspect of terrain features that hold dense, previously wind-drifted snow more than about a foot deep. Most avalanches will be small but could still take you for a nasty ride in the current thin snow cover conditions."
2023-12-19,moderate,moderate,moderate,"It is getting harder to trigger avalanches, but not out of the question. If you were to trigger an avalanche, it would be on the west to the northwest through southeast-facing slopes where cohesive slabs of snow rest on top of weak buried layers in the middle and bottom of the snowpack. Avalanches could be triggered without warning signs, such as cracking or collapsing, or after multiple people travel on the same slopes. Shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs are common trigger spots for avalanches. Stick to lower-angled slopes without steep slopes overhead or specific southerly slopes for safer travel options."
2023-12-19,moderate,moderate,low,"You can trigger a large or very large avalanche from below or some distance away. The snowpack is not trustworthy on northerly and easterly-facing terrain. It may appear stable. You may not see indications of unstable snow, like cracking or collapsing. Then you hit the wrong spot and the entire slope rips away. Steering well away from steep, northerly and easterly-facing slopes is the easiest way to keep yourself safe in these low-probability, high-consequence periods."
2023-12-19,moderate,moderate,low,"You can trigger an avalanche from a distance and from below, so give steep slopes extra space below for potential runout. Obvious signs of instability, such as cracking and collapsing in the snowpack, have diminished, but you can trigger a large-deep avalanche with little warning. Avoid trigger points like trees and exposed rocks where weak layers are easier to collapse. Although it is LOW below the treeline, you could still trigger an avalanche if you find a firm slab resting over weaker snow. You are most likely to find these areas in wide-open glades with rounded pillows of wind-affected snow.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer."
2023-12-19,moderate,moderate,moderate,"If you find an area of shallow snow, you might trigger a deep avalanche that breaks near the ground. The slide might release on a steep, northerly or easterly-facing slope above you or some distance away. A large trigger, like a snowmobile''s track cutting through the snowpack or a falling cornice, could trigger one too. Look for safer options on southerly or westerly-facing terrain"
2023-12-19,low,low,low,"Areas where you could trigger an avalanche have become isolated, but there are still slopes with dangerous snow. Steep northerly and easterly slopes that have a hard slab with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you. "
2023-12-20,moderate,moderate,moderate,"You are most likely to trigger a large and dangerous avalanche on steep, northerly-facing aspects, although the danger extends to westerly and easterly aspects where you find a dense slab resting above weak layers in the middle and bottom of the snowpack. Look for and avoid shallow areas near exposed rocks, on the backside of steep rollovers, and below cliffs where it is easier to impact weak layers near the ground. Don’t get lulled into a false sense of security by the lack of recent avalanche activity and the lack of cracking and collapsing in the snowpack. You can find safer riding on slopes less than 30 degrees without steep slopes overhead or on south-facing slopes"
2023-12-20,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas.
2023-12-20,moderate,moderate,low,"You can trigger a large or very large avalanche from below or some distance away. The snowpack is not trustworthy on northerly and easterly-facing terrain. It may appear stable. You may not see indications of unstable snow, like cracking or collapsing before a slide breaks on the weak layers near the ground. The consequences of getting caught in one of these slides will be dire. The easiest way to keep yourself safe in these low-probability, high-consequence periods is to avoid steep, northerly, and easterly-facing slopes. If you are traveling near suspect slopes, consider your safe zones as slides can be much larger than you anticipate."
2023-12-20,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas.
2023-12-20,low,low,low,"Expect relatively safe avalanche conditions due to the lack of snow cover. Look for and avoid wind-drifted areas. You will most likely find these wind drifts below ridgelines and in high-elevation gullies and couloirs that face northwest to north through east. Avoid these areas, and you can avoid the danger."
2023-12-20,moderate,moderate,low,"You could trigger large avalanches on steep, northerly or easterly-facing slopes. They might break above you or some distance away. You have to find the wrong Goldilock spot, where the snowpack is just shallow enough and the layers just stiff enough. A large trigger, like a snowmobile''s track cutting through the snowpack or a falling cornice, could trigger one, too. Look for safer terrain choices on southerly or westerly-facing slopes."
2023-12-20,low,low,low,"There are isolated slopes with dangerous snow. Steep northerly and easterly-facing slopes where you find hard, supportable layers of snow with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you are more likely to find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you."
2023-12-20,moderate,low,low,"You may be able to trigger avalanches in high-elevation areas that catch and hold wind-drifted snow. Look for signs of wind-drifting, such as smooth, rounded pillows of snow, cornices below ridgelines, or a hard, hollow-sounding snow surface to identify potentially dangerous spots. There isn’t a lot of snow, especially at lower elevations, so if you find slopes with continuous snow cover, you have found a potentially dangerous spot."
2023-12-21,moderate,low,low,"You could trigger an avalanche in high-elevation areas that face northwest to north through east. Avoid steep wind-drifted terrain features. You can locate these slopes by their smooth, dense surface textures. Choose wind-sheltered terrain or slopes less than about 30 degrees."
2023-12-21,moderate,moderate,moderate,"You might trigger a slab avalanche where you find one to three feet of dense snow resting above buried weak layers. Watch out for this setup on many steep northerly-facing slopes. You may not see cracking or feel collapsing before you trigger an avalanche. Look for and avoid areas of shallow snow near exposed rocks, on the backside of steep rollovers, and below cliffs. You can find safer riding on south-facing slopes, or those less than about 30 degrees without steep terrain overhead."
2023-12-21,moderate,moderate,low,"You can trigger a large or very large avalanche from below or some distance away. The most dangerous slopes face northerly and easterly where slabs up to five feet thick rest over weak snow. You may not see indications of unstable snow, like cracking or collapsing before a slide breaks on the weak layers near the ground. If you were to get caught in one of these avalanches it would be nearly impossible to escape the results would be catastrophic. Avoiding steep, northerly, and easterly-facing slopes will keep you safer. If you are traveling near suspect slopes, consider your safe zones as slides can be much larger than you anticipate.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas."
2023-12-21,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas.
2023-12-21,low,low,low,"Expect relatively safe avalanche conditions due to the lack of snow cover. Look for and avoid wind-drifted areas. You will most likely find these wind drifts below ridgelines and in high-elevation gullies and couloirs that face northwest to north through east. Avoid these areas, and you can avoid the danger."
2023-12-21,moderate,moderate,low,"You could trigger large avalanches on steep, northerly, or easterly-facing slopes. They might break above you or some distance away. Avoid thin rocky areas where it will be easier to trigger these larger slides. A large trigger, like a snowmobile''s track cutting through the snowpack or a falling cornice, could trigger one, too. Look for safer terrain choices on southerly or westerly-facing slopes."
2023-12-21,low,low,low,"Expect relatively safe avalanche conditions due to the lack of snow cover. Look for and avoid wind-drifted areas. You will most likely find these wind drifts below ridgelines and in high-elevation gullies and couloirs that face northwest to north through east. Avoid these areas, and you can avoid the danger."
2023-12-21,low,low,low,"There are isolated slopes with dangerous snow. Steep northerly and easterly-facing slopes where you find hard, supportable layers of snow with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you are more likely to find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you."
2023-12-21,moderate,moderate,moderate,"You might trigger a slab avalanche where you find one to three feet of dense snow resting above buried weak layers. Watch out for this setup on many steep northerly-facing slopes. You may not see cracking or feel collapsing before you trigger an avalanche. Look for and avoid areas of shallow snow near exposed rocks, on the backside of steep rollovers, and below cliffs. You can find safer riding on south-facing slopes, or those less than about 30 degrees without steep terrain overhead."
2023-12-22,low,low,low,"There are isolated slopes with dangerous snow. Steep northerly and easterly-facing slopes where you find hard, supportable layers of snow with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you are more likely to find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you."
2023-12-22,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas. New snow will likely make other weak layers in the middle of the snowpack like buried surface hoar susceptible to failure.
2023-12-22,low,low,low,"There are isolated slopes with dangerous snow. Steep northerly and easterly-facing slopes where you find hard, supportable layers of snow with weak snow beneath are the most suspect. Be cautious in gullies and below ridgelines, where you are more likely to find continuous snow and firm pillows. Most avalanches will be small, but consider the consequences of the terrain below you."
2023-12-22,moderate,moderate,low,You can trigger an avalanche on northerly and easterly-facing slopes. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow. Cracking and collapsing may not be present before you trigger a large avalanche. It is still possible to trigger slides from a distance so give runout areas below steep slopes extra space.You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes and in areas without a buried weak layer.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas. New snow will likely make other weak layers in the middle of the snowpack like buried surface hoar susceptible to failure.
2023-12-22,moderate,moderate,low,"You could trigger an avalanche in high-elevation areas that face northwest to north through east. Avoid steep wind-drifted terrain features. You can locate these slopes by their smooth, dense surface textures. Choose wind-sheltered terrain or slopes less than about 30 degrees.A winter storm arrives Friday night and continues through the weekend. Expect avalanche problems to increase at high elevations on Saturday. Don’t use today''s forecast to plan your weekend."
2023-12-22,moderate,moderate,low,"The chances of triggering a large or very large avalanche are reducing, but do not be fooled, it is still possible. Cohesive slabs up to five feet thick rest over weak snow near the ground on northerly and easterly-facing slopes. If you were to get caught in an avalanche that breaks on this weak layer it would be nearly impossible to escape the results would be catastrophic. You may not see indications of unstable snow, like cracking or collapsing before you trigger a slide. Avoiding steep, northerly, and easterly-facing slopes will keep you safer. If you are traveling near suspect slopes, consider your safe zones as slides can be much larger than you anticipate.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas. New snow will likely make other weak layers in the middle of the snowpack like buried surface hoar susceptible to failure."
2023-12-22,low,low,low,"Expect relatively safe avalanche conditions due to the lack of snow cover. Look for and avoid wind-drifted areas. You will most likely find these wind drifts below ridgelines and in high-elevation gullies and couloirs that face northwest to north through east. Avoid these areas, and you can avoid the danger."
2023-12-22,moderate,moderate,low,"You could trigger large avalanches on steep, northerly, or easterly-facing slopes. They might break above you or some distance away. Avoid thin rocky areas where it will be easier to trigger these larger slides. A large trigger, like a snowmobile''s track cutting through the snowpack or a falling cornice, could trigger one, too. Look for safer terrain choices on southerly or westerly-facing slopes."
2023-12-23,moderate,moderate,low,"Although avalanche conditions are generally safe, there are isolated slopes where you can find unstable snow. Avoid very steep slopes where you find supportable layers of snow resting on weak snow near the ground. Be cautious in gullies and below ridgelines. If you trigger an avalanche it will likely be small, but consider the consequences of the terrain below you. Most avalanches in the past three weeks ran on northerly and easterly-facing slopes at upper elevations. Low-angle slopes without steep slopes above are a safer option.An incoming winter storm will raise the danger in favored areas on Sunday. Check the forecast again on Saturday as weather models give us a clearer picture of how this storm affects the region."
2023-12-23,moderate,moderate,moderate,"You can trigger a large avalanche on slopes that face northwest through north to southeast directions near and above the treeline. You might be the 10th or 20th person to travel on a slope before you trigger an avalanche so keep in mind that tracks on a slope do not mean the slope is safe. You can reduce your chances of triggering an avalanche by traveling below the treeline or on south, southwest, and west-facing slopes. If you do travel on aspects of concern (northwest through north to southeast at upper elevations) stick to slopes less than around 30 degrees steep without similarly steep slopes overhead for safer travel options."
2023-12-23,moderate,moderate,low,"A Special Avalanche Advisory is in effect for areas surrounding Telluride, Ophir, and Lizard Head and Red Mountain Passes. Heavy snowfall created dangerous avalanche conditions that will last through Sunday. You can easily trigger a large and dangerous avalanche at upper elevations."
2023-12-23,moderate,moderate,low,You can trigger an avalanche on north to east through southeast-facing slopes at upper elevations. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow near the ground. Cracking and collapsing may not be present before you trigger an avalanche. You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes above.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas. New snow could make weak surface snow and other weak layers in the middle of the snowpack susceptible to failure.
2023-12-23,moderate,low,low,"Thin, shallow snow coverage and generally safe avalanche conditions exist. The few places where you might be able to trigger an avalanche are where thick wind drifts exist in gullies or along the lee sides of a ridgeline at the highest elevations above the treeline. You can identify these dangerous areas as they are likely the only slopes with continuous snow coverage and they will have a smooth, rounded, and often wave-like appearance on the snow surface or a hard, hollow feeling if you travel across it. Avoid these wind-loaded slopes to reduce your chances of triggering an avalanche."
2023-12-23,moderate,moderate,low,"A Special Avalanche Advisory is in effect for areas surrounding Telluride, Ophir, and Lizard Head and Red Mountain Passes. Heavy snowfall created dangerous avalanche conditions that will last through Sunday. You can easily trigger a large and dangerous avalanche at upper elevations."
2023-12-23,considerable,considerable,moderate,"A Special Avalanche Advisory is in effect for the La Plata Mountains to Coal Bank Pass, Weminuche Wilderness, and Wolf Creek Pass to the New Mexico border. Heavy snowfall created dangerous avalanche conditions that will last through Sunday. You can easily trigger a large and dangerous avalanche at upper elevations."
2023-12-23,moderate,moderate,low,"A Special Avalanche Advisory is in effect for areas surrounding Telluride, Ophir, and Lizard Head and Red Mountain Passes. Heavy snowfall created dangerous avalanche conditions that will last through Sunday. You can easily trigger a large and dangerous avalanche at upper elevations."
2023-12-23,moderate,low,low,"The most dangerous slopes are wind-loaded terrain features that face northwest through north to east near and above the treeline. You can identify wind-loaded slopes by the smooth, rounded, often wave-like snow surface appearance and hard hollow feel if you travel on them. If you trigger an avalanche here it will likely break on weak snow near the ground and could take you for a dangerous ride through a shallow snowpack.A storm arrives Friday night lasting throughout most of the weekend. You can expect the same slopes to grow more dangerous as the snowfall accumulates. Avoid steep, wind-loaded slopes near and above the treeline to reduce your chances of being caught in an avalanche this weekend."
2023-12-23,moderate,low,low,"Look for and avoid wind-drifted areas. You can recognize drifted snow by its pillow-like shape and textured surface. Just below ridgelines and in high-elevation gullies and couloirs that face northwest to east through southeast are the most likely places that you can find drifted snow. Across the Sangre de Cristo mountains, there is a general lack of snow cover. Avoid slopes with drifted snow, and you can avoid the danger."
2023-12-23,moderate,moderate,low,You can trigger an avalanche on north to east through southeast-facing slopes at upper elevations. The most dangerous areas are slopes with cohesive wind-affected slabs and old mid-snowpack slabs resting over weak snow near the ground. Cracking and collapsing may not be present before you trigger an avalanche. You can find safer travel on terrain less than about 30 degrees that does not connect to steeper slopes above.The next round of snow looks to start on Saturday. You can expect the avalanche danger to increase in favored areas. New snow could make weak surface snow and other weak layers in the middle of the snowpack susceptible to failure.
